Key,File,Type,UsedInMainMenu,NoTranslate,english
lbu_ElectrocutionerName,progression,Perk,,,"Electrocutioner [DECEA3]{cvar($lbu_Electrocutioner_LevelXP:0)}xp To Next Level[-]"  
lbu_ElectrocutionerDesc,progression,Perk,,,"Use any Baton to upgrade the Electrocutioner skill points. Increases are cumulative per Level. Killing blows grant 1 to 30 stamina over levels 1-100. There are 2 StaminaLoss values shown below - the second one is for Power Attacks. Degradation rate is decreasing from 100% to 50%."

lbu_MULTIPLAYERTURRETS_START,progression,Perk,,,"Multiplayer Turret Note, DELETE THE ENTRIES BELOW THIS LINE"
lbu_RoboticsName,progression,Perk,,,"Robotics [DECEA3]{cvar($lbu_Robotics_LevelXP:0)}xp To Next Level[-]"  
lbu_RoboticsDesc,progression,Perk,,,"Use any Robotic Weapon to upgrade the Robotics skill points. There are 2 RoundsPerMinute values shown below. The first is melee (holding the Turret) and the second is ranged (Turret placed). Degradation rate is decreasing from 100% to 50%."
lbu_MULTIPLAYERTURRETS_END,progression,Perk,,,"Multiplayer Turret Note, DELETE THE ENTRIES ABOVE THIS LINE"

lbu_BarteringName,progression,Perk,,,"Better Barter [DECEA3]{cvar($lbu_Bartering_LevelXP:0)}xp To Next Level[-]" 
lbu_BarteringDesc,progression,Perk,,,"Trade items with Traders to upgrade the Bartering skill points. Increase both Buying and Selling."
lbu_DaringAdvName,progression,Perk,,,"Daring Adventure [DECEA3]{cvar($lbu_DaringAdv_LevelXP:0)}xp To Next Level[-]"  
lbu_DaringAdvDesc,progression,Perk,,,"Complete Trader Quests to upgrade the Daring Adventure skill points. Increase the Trader Stage and get Better rewards."
lbu_PhysicianName,progression,Perk,,,"Physician [DECEA3]{cvar($lbu_Physician_LevelXP:0)}xp To Next Level[-]" 
lbu_PhysicianDesc,progression,Perk,,,"Use healing items such as medical items and food to upgrade the Physician skill points.\nThe EntityHeal value below is the increase in healing over time from Medical Items. PlayerExpGain is the increase in player experience when using medical items.\nAt level 30 Splints & Casts will heal sprains, at level 60 Casts cure broken limbs, 10% chance of instant death for Stun Battons at level 100."
statEntityHeal,ui_display,Item stat,,,Health Heal Over Time
perkSkilledLabourerDesc,progression,perk Per,,,"Increase your rate of Learning by doing things. Each level increases the all Learn By Use leveling speeds by 20%. Configurable in buffs.xml."
perkSkilledLabourerName,progression,perk Per,,,Skilled Labourer,
perkSkilledLabourerRank1Desc,progression,perk Per,,,Intern
perkSkilledLabourerRank1LongDesc,progression,perk Per,,,"Damn, I cut it twice and its still too short. Increase all Learn by Use leveling speeds by 20%."
perkSkilledLabourerRank2Desc,progression,perk Per,,,Apprentice
perkSkilledLabourerRank2LongDesc,progression,perk Per,,,"You're like lightning with a hammer! You never hit the same spot twice. Increase all Learn by Use leveling speeds by a further 20%. (40% total)" 
perkSkilledLabourerRank3Desc,progression,perk Per,,,Journeyman
perkSkilledLabourerRank3LongDesc,progression,perk Per,,,"Most people are shocked when they find out you're an Electrician. Increase all Learn by Use leveling speeds by a further 20%. (60% total)"
perkSkilledLabourerRank4Desc,progression,perk Per,,,Master
perkSkilledLabourerRank4LongDesc,progression,perk Per,,,"This is my step ladder… I never knew my real ladder. Increase all Learn by Use leveling speeds by a further 20%. (80% total)"
perkSkilledLabourerRank5Desc,progression,perk Per,,,Foreman
perkSkilledLabourerRank5LongDesc,progression,perk Per,,,"Turn it 'till it cracks, back it off a quarter-turn, and leave it for the nightshift. Increase all Learn by Use leveling speeds by a further 20%. (100% total)"

craftingBladesDesc,progression,Attribute,,,"Increased by the [DECEA3]Deep Cuts[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingBowsDesc,progression,Attribute,,,"Increased by the [DECEA3]Archery[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingClubsDesc,progression,Attribute,,,"Increased by the [DECEA3]Pummel Pete[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingExplosivesDesc,progression,Attribute,,,"Increased by the [DECEA3]Demolitions Expert[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingHandgunsDesc,progression,Attribute,,,"Increased by the [DECEA3]Gunslinger[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingHarvestingToolsDesc,progression,Attribute,,,"Increased by the [DECEA3]Miner 69'er[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingKnucklesDesc,progression,Attribute,,,"Increased by the [DECEA3]The Brawler[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingMachineGunsDesc,progression,Attribute,,,"Increased by the [DECEA3]Machine Gunner[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingMedicalDesc,progression,Attribute,,,"Increased by the [DECEA3]Physician[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingRiflesDesc,progression,Attribute,,,"Increased by the [DECEA3]Dead Eye[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingRoboticsDesc,progression,Attribute,,,"Increased by the [DECEA3]Electrocutioner and/or Robotics Inventor[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingSalvageToolsDesc,progression,Attribute,,,"Increased by the [DECEA3]Salvage Operations[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingShotgunsDesc,progression,Attribute,,,"Increased by the [DECEA3]Boomstick[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingSledgehammersDesc,progression,Attribute,,,"Increased by the [DECEA3]Skull Crusher[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"
craftingSpearsDesc,progression,Attribute,,,"Increased by the [DECEA3]Spear Master[-] Learn By Use skill. Increase learning speed by investing points in the [DECEA3]Skilled Labourer[-] perk under General Perks tab"

		
LBUMagazineReward,items,Item,,,Magazine Choice Reward
LBUMagazineRewardDesc,items,Item,,,"Reward for max'ing a first Learn-By-Use tier. A Bonus Bundle for the first time a LBU Perk reaches maximum.\n\nFive free Skill Magazines to increase the Crafting Skill of any LBU Perk.\nUse [DECEA3]Recipes[-] to create a choice of Crafting Skill Magazine bundle. Each bundle created has 5 Magazines."
LBUMagazineRewardBow,items,Item,,,Bundle of 5 Bow Magazines
LBUMagazineRewardBowDesc,items,Item,,,Bundle of 5 Bow Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardSpear,items,Item,,,Bundle of 5 Spear Magazines
LBUMagazineRewardSpearDesc,items,Item,,,Bundle of 5 Spear Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardClub,items,Item,,,Bundle of 5 Club Magazines
LBUMagazineRewardClubDesc,items,Item,,,Bundle of 5 Club Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardHammer,items,Item,,,Bundle of 5 Sledgehammer Magazines
LBUMagazineRewardHammerDesc,items,Item,,,Bundle of 5 Sledgehammer Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardHarvest,items,Item,,,Bundle of 5 Harvesting Tool Magazines
LBUMagazineRewardHarvestDesc,items,Item,,,Bundle of 5 Harvesting Tool Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardKnuckes,items,Item,,,Bundle of 5 Knuckles Magazines
LBUMagazineRewardKnuckesDesc,items,Item,,,Bundle of 5 Knuckles Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardBlade,items,Item,,,Bundle of 5 Blade Magazines
LBUMagazineRewardBladeDesc,items,Item,,,Bundle of 5 Blade Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardSalvage,items,Item,,,Bundle of 5 Salvage Tool Magazines
LBUMagazineRewardSalvageDesc,items,Item,,,Bundle of 5 Salvage Tool Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardHandgun,items,Item,,,Bundle of 5 Handgun Magazines
LBUMagazineRewardHandgunDesc,items,Item,,,Bundle of 5 Handgun Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardShotgun,items,Item,,,Bundle of 5 Shotgun Magazines
LBUMagazineRewardShotgunDesc,items,Item,,,Bundle of 5 Shotgun Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardRifle,items,Item,,,Bundle of 5 Rifle Magazines
LBUMagazineRewardRifleDesc,items,Item,,,Bundle of 5 Rifle Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardMachineGun,items,Item,,,Bundle of 5 Machine gun Magazines
LBUMagazineRewardMachineGunDesc,items,Item,,,Bundle of 5 Machinegun Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardExplosive,items,Item,,,Bundle of 5 Explosives Magazines
LBUMagazineRewardExplosiveDesc,items,Item,,,Bundle of 5 Explosives Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardRobotics,items,Item,,,Bundle of 5 Robotics Magazines
LBUMagazineRewardRoboticsDesc,items,Item,,,Bundle of 5 Robotics Magazines. \nUse this item to open and unpack it.
LBUMagazineRewardMedical,items,Item,,,Bundle of 5 Medical Magazines
LBUMagazineRewardMedicalDesc,items,Item,,,Bundle of 5 Medical Magazines. \nUse this item to open and unpack it.

buffDebug1,buffs,Buff,,,Stats Gamestage
buffDebug2,buffs,Buff,,,Biome modifier
buffDebug3,buffs,Buff,,,Biome Bonus
